building_age,office_ratio,floor_efficiency,value_per_sqft,land_value_ratio,lotarea,bldgarea,officearea,numfloors,assessland,assesstot,yearbuilt,transaction_count,deed_count,mortgage_count,mta_accessibility_proxy,business_density_proxy,construction_activity_proxy,commercial_ratio,distress_score,target_high_vacancy_risk,BBL,borough_code,borough,latitude,longitude
85.0,0.7044505710909807,3173.75,121.831429696731,0.2508001163805644,3831.0,12695.0,8943.0,4.0,387900.0,1546650.0,1940.0,0.0,,,,,0.1380398629026883,1.0,0.0,0,40497100550,4,Queens,40.743912366629765,-73.85841810231625
45.0,1.0,1100.0,79.97727272727273,0.0792838874680307,1890.0,2200.0,2200.0,2.0,13950.0,175950.0,1980.0,0.0,,,,,0.6043854666117758,1.0,0.0,0,41170700390,4,Queens,40.68279879622394,-73.73716531166416
20.0,0.5287286985371739,2210.333333333333,86.05036947670035,0.1971608832807571,3125.0,6631.0,3506.0,3.0,112500.0,570600.0,2005.0,0.0,,,,,0.3580052300950141,1.0,0.0,0,40495900260,4,Queens,40.65758481493324,-73.67652928179864
48.0,1.0,4800.0,132.4125,0.2081563296516567,14700.0,24000.0,24000.0,5.0,661500.0,3177900.0,1977.0,0.0,,,,,0.0951359755061902,1.0,0.0,0,40497700960,4,Queens,40.80148243844608,-73.81378824437613
75.0,0.6371347785108389,5305.0,91.73892554194155,0.5940822931114194,8565.0,10610.0,6760.0,2.0,578250.0,973350.0,1950.0,0.0,,,,,0.353022314507889,1.0,0.0,0,40497700230,4,Queens,40.71691118497567,-73.85944711097466
48.0,0.8809523809523809,11760.0,85.77806122448979,0.1455762081784386,12240.0,35280.0,31080.0,3.0,440550.0,3026250.0,1977.0,0.0,,,,,0.1027368620390491,1.0,0.0,0,40497700800,4,Queens,40.731576410234396,-73.81524871831867
88.0,0.0,13744.0,129.98399301513388,0.2896725440806045,7650.0,13744.0,0.0,1.0,517500.0,1786500.0,1937.0,0.0,,,,,0.4933785920568685,1.0,0.0,1,40494600680,4,Queens,40.656962590689325,-73.79419975163142
36.0,1.0,3066.0,206.1399217221135,0.2662869348522605,3740.0,6132.0,6132.0,2.0,336600.0,1264050.0,1989.0,0.0,,,,,0.533602776749922,1.0,0.0,0,40497300120,4,Queens,40.700980863773744,-73.76671060624965
64.0,0.4559208164521257,3249.833333333333,116.70598492230371,0.2254300968953925,3800.0,19499.0,8890.0,6.0,513000.0,2275650.0,1961.0,0.0,,,,,0.2680748532014015,1.0,0.0,0,40498000370,4,Queens,40.733746129485496,-73.8244697364919
64.0,0.622568093385214,2141.6666666666665,215.6498054474708,0.2923026956804157,2500.0,6425.0,4000.0,3.0,405000.0,1385550.0,1961.0,0.0,,,,,0.1105310977304507,1.0,0.0,0,40498000540,4,Queens,40.67065032112889,-73.71714007329263
94.0,1.0,2450.5,180.14690879412365,0.1580020387359837,3080.0,9802.0,9802.0,4.0,279000.0,1765800.0,1931.0,0.0,,,,,0.3790360474544755,1.0,0.0,1,40503600400,4,Queens,40.74698490091728,-73.8506266157504
103.0,0.6717647058823529,7083.333333333333,116.55529411764708,0.1538880813953488,13552.0,85000.0,57100.0,12.0,1524600.0,9907200.0,1922.0,0.0,,,,,0.9141862277397635,1.0,0.0,0,40498000110,4,Queens,40.69816806550406,-73.88186025760864
94.0,0.8577322520984493,10543.5,168.4948072272016,0.1322666441508,8950.0,63261.0,54261.0,6.0,1409850.0,10659150.0,1931.0,0.0,,,,,0.5179786480175894,1.0,0.0,0,40498000050,4,Queens,40.713615312510335,-73.73956447878564
37.0,0.7527680448493342,1783.75,89.05395935529081,0.1094192634560906,1764.0,14270.0,10742.0,8.0,139050.0,1270800.0,1988.0,0.0,,,,,0.0665283740683345,1.0,0.0,0,40498000180,4,Queens,40.69811466938853,-73.9086310515603
76.0,1.0,12533.333333333334,125.61702127659576,0.0836509146341463,11934.0,37600.0,37600.0,3.0,395100.0,4723200.0,1949.0,0.0,,,,,0.5633358022647811,1.0,0.0,0,40497400510,4,Queens,40.82081390922545,-73.80510648844363
43.0,1.0,4016.5,133.84787750529068,0.1104910714285714,8940.0,24099.0,24099.0,6.0,356400.0,3225600.0,1982.0,0.0,,,,,0.5620263947189493,1.0,0.0,0,40497800130,4,Queens,40.727525138763106,-73.63901594353959
95.0,0.5102040816326531,3797.5,127.14944042132984,0.0787511649580615,3100.0,15190.0,7750.0,4.0,152100.0,1931400.0,1930.0,0.0,,,,,0.5395370511447899,1.0,0.0,0,40497800080,4,Queens,40.675314453552204,-73.79550217764799
6.0,0.6545730566984225,15150.333333333334,87.64658643374183,0.0694719005930528,12300.0,90902.0,59502.0,6.0,553500.0,7967250.0,2019.0,0.0,,,,,0.4573396261783359,1.0,0.0,0,40506000370,4,Queens,40.76932724560516,-73.8509383825348
16.0,0.5614231371671515,1117.25,79.24591631237413,0.1346886912325285,980.0,4469.0,2509.0,4.0,47700.0,354150.0,2009.0,0.0,,,,,0.7011616879346916,1.0,0.0,0,40506000690,4,Queens,40.66715781750145,-73.79776987318934
14.0,0.5323590814196242,1197.5,83.04801670146138,0.1391402714932126,1140.0,4790.0,2550.0,4.0,55350.0,397800.0,2011.0,0.0,,,,,0.8305180849968116,1.0,0.0,0,40506000710,4,Queens,40.73864317975024,-73.79744003943098
16.0,0.5531215772179627,1141.25,82.60679079956188,0.1443914081145584,1115.0,4565.0,2525.0,4.0,54450.0,377100.0,2009.0,0.0,,,,,0.129757336613397,1.0,0.0,1,40506000700,4,Queens,40.63021649380601,-73.78686750298235
95.0,0.0,2094.0,47.06303724928367,0.5707762557077626,5000.0,4188.0,0.0,2.0,112500.0,197100.0,1930.0,0.0,,,,,0.1539624879159151,0.6809933142311366,0.0,1,40407500320,4,Queens,40.66179069755508,-73.76178685089202
94.0,1.0,3496.0,53.28947368421053,0.1690821256038647,4100.0,6992.0,6992.0,2.0,63000.0,372600.0,1931.0,0.0,,,,,0.8069832285038392,1.0,0.0,0,40407500510,4,Queens,40.738043061793455,-73.84685555841838
12.0,0.3816793893129771,786.0,86.73664122137404,0.2772277227722772,1470.0,1572.0,600.0,2.0,37800.0,136350.0,2013.0,0.0,,,,,0.3638387545241962,1.0,0.0,0,40413200290,4,Queens,40.76512332899977,-73.71052259723815
12.0,0.3825136612021858,915.0,104.75409836065572,0.2699530516431925,1765.0,1830.0,700.0,2.0,51750.0,191700.0,2013.0,0.0,,,,,0.2838068283847994,1.0,0.0,1,40413200310,4,Queens,40.7367684140595,-73.78264428578137
30.0,1.0,1715.0,99.0524781341108,0.2980132450331126,5000.0,3430.0,3430.0,2.0,101250.0,339750.0,1995.0,0.0,,,,,0.5737757964890778,1.0,0.0,0,40413000210,4,Queens,40.72241758588059,-73.7585602976799
4.0,0.1992225651443528,7313.428571428572,47.22916748056413,0.1581983994044295,12984.0,51194.0,10199.0,7.0,382500.0,2417850.0,2021.0,0.0,,,,,0.3285015842347202,1.0,0.0,1,40507600610,4,Queens,40.71314481522054,-73.82630746998778
36.0,0.24,1000.0,72.675,0.3034055727554179,1311.0,2000.0,480.0,2.0,44100.0,145350.0,1989.0,0.0,,,,,0.2586231636072881,1.0,0.0,0,40506301160,4,Queens,40.65427390048163,-73.73058089315022
8.0,0.6974015088013411,2187.1666666666665,186.64558408900405,0.1394451589197134,5000.0,13123.0,9152.0,6.0,341550.0,2449350.0,2017.0,0.0,,,,,0.4271380408783103,0.8762478091899718,0.0,0,40503900270,4,Queens,40.692207789580266,-73.80775262044065
94.0,1.0,2669.333333333333,374.3631368631368,0.1726208345842089,2900.0,8008.0,8008.0,3.0,517500.0,2997900.0,1931.0,0.0,,,,,0.1052123985327314,1.0,0.0,1,40504100310,4,Queens,40.705168061452014,-73.78102237432532
48.0,0.5024875621890548,33500.0,117.05820895522388,0.1984087518647439,25935.0,100500.0,50500.0,3.0,2334150.0,11764350.0,1977.0,0.0,,,,,0.9611278781122228,1.0,0.0,0,40512100200,4,Queens,40.781056111310946,-73.84155530385935
54.0,1.0,2500.0,63.9,0.2647887323943662,2500.0,5000.0,5000.0,2.0,84600.0,319500.0,1971.0,0.0,,,,,0.8616017397348964,1.0,0.0,0,40408300370,4,Queens,40.745380914478424,-73.84474658132011
75.0,0.5,5605.0,47.32827832292596,0.2290076335877862,6000.0,11210.0,5605.0,2.0,121500.0,530550.0,1950.0,0.0,,,,,0.752651338484386,1.0,0.0,0,40413600010,4,Queens,40.640047992231864,-73.76048973467735
27.0,0.0,9928.4,75.94577172555498,0.3652423012652184,29821.0,24821.0,0.0,2.5,688500.0,1885050.0,1998.0,0.0,,,,,0.302166284553067,1.0,0.0,1,41240603120,4,Queens,40.74440419846974,-73.81708034151036
12.0,0.3825136612021858,915.0,105.24590163934428,0.2359813084112149,1770.0,1830.0,700.0,2.0,45450.0,192600.0,2013.0,0.0,,,,,0.2827732493126437,1.0,0.0,0,40413200280,4,Queens,40.70894588597918,-73.83759115437522
96.0,1.0,840.0,67.5,0.4603174603174603,971.0,840.0,840.0,1.0,26100.0,56700.0,1929.0,0.0,,,,,0.4602401174856358,1.0,0.0,0,40408801090,4,Queens,40.694353899984705,-73.82705916710135
100.0,0.7666666666666667,6000.0,61.775,0.1833265884257385,10670.0,18000.0,13800.0,3.0,203850.0,1111950.0,1925.0,0.0,,,,,0.9020224301435396,1.0,0.0,1,40409200400,4,Queens,40.75878381444205,-73.75995234641412
95.0,1.0,500.0,98.1,0.4128440366972477,2002.0,1000.0,1000.0,2.0,40500.0,98100.0,1930.0,0.0,,,,,0.3188406973478833,1.0,0.0,1,40408400160,4,Queens,40.7797499761248,-73.82635189306018
76.0,0.6849798387096774,1984.0,76.6633064516129,0.7130177514792899,6000.0,1984.0,1359.0,1.0,108450.0,152100.0,1949.0,0.0,,,,,0.1748402496660207,1.0,0.0,0,40409500180,4,Queens,40.77476400595581,-73.80078274658011
105.0,1.0,706.6666666666666,83.20754716981132,0.3061224489795918,2992.0,1060.0,1060.0,1.5,27000.0,88200.0,1920.0,0.0,,,,,0.3799175599952544,1.0,0.0,1,41150400380,4,Queens,40.68623912383887,-73.79414861248564
105.0,1.0,1200.0,62.8125,0.3373134328358209,1940.0,2400.0,2400.0,2.0,50850.0,150750.0,1920.0,0.0,,,,,0.0486821777537624,1.0,0.0,1,41148100370,4,Queens,40.71273938120744,-73.89076744430051
115.0,1.0,672.8,84.5422116527943,0.3860759493670886,2433.0,1682.0,1682.0,2.5,54900.0,142200.0,1910.0,0.0,,,,,0.4525276986088905,1.0,0.0,1,40409400510,4,Queens,40.74476317157018,-73.86845632026868
105.0,0.7599022858139941,2865.5,34.07782236956901,0.3387096774193548,3576.0,5731.0,4355.0,2.0,66150.0,195300.0,1920.0,0.0,,,,,0.8416473154360203,0.8106787646135055,0.0,1,41148000610,4,Queens,40.77697725635612,-73.77808610553762
98.0,0.5831692913385826,2032.0,81.71751968503936,0.2127371273712737,2600.0,4064.0,2370.0,2.0,70650.0,332100.0,1927.0,0.0,,,,,0.7112720069233621,1.0,0.0,0,40411500010,4,Queens,40.70424128810774,-73.83175146805763
39.0,0.7618737800910865,3842.5,77.58620689655173,0.1766037735849056,5200.0,7685.0,5855.0,2.0,105300.0,596250.0,1986.0,0.0,,,,,0.1864092127356829,1.0,0.0,0,40413300970,4,Queens,40.71891705116681,-73.74206375443597
115.0,1.0,1104.0,62.16032608695652,0.5081967213114754,2575.0,2208.0,2208.0,2.0,69750.0,137250.0,1910.0,0.0,,,,,0.649179508765903,1.0,0.0,1,40409400590,4,Queens,40.6728832512997,-73.74655964478747
103.0,0.2687687687687687,1665.0,92.29729729729728,0.5929721815519766,9000.0,3330.0,895.0,2.0,182250.0,307350.0,1922.0,0.0,,,,,0.7633592983373922,0.7312312312312312,0.0,1,40499600230,4,Queens,40.66838966879597,-73.75894156668222
75.0,1.0,4419.5,116.73831881434552,0.311818578281727,8866.0,8839.0,8839.0,2.0,321750.0,1031850.0,1950.0,0.0,,,,,0.9615724776650704,1.0,0.0,0,40501700220,4,Queens,40.76882629111971,-73.70391141063436
105.0,0.3473318598042311,1266.8,83.54910009472687,0.5510204081632653,3300.0,3167.0,1100.0,2.5,145800.0,264600.0,1920.0,0.0,,,,,0.3105833938824376,0.6315124723713293,0.0,1,40503200070,4,Queens,40.796012001428544,-73.79905446638716
15.0,0.75,1566.6666666666667,94.40425531914892,0.1338742393509127,1175.0,4700.0,3525.0,3.0,59400.0,443700.0,2010.0,0.0,,,,,0.1162300869575241,1.0,0.0,0,40501800170,4,Queens,40.724599493920984,-73.7624559037048
95.0,1.0,776.8,104.27394438722966,0.5511111111111111,6195.0,1942.0,1942.0,2.5,111600.0,202500.0,1930.0,0.0,,,,,0.727689295374058,1.0,0.0,0,40478900900,4,Queens,40.7783766448946,-73.8241200488298
100.0,1.0,1893.0,67.63074484944532,0.5043936731107206,6832.0,3786.0,3786.0,2.0,129150.0,256050.0,1925.0,0.0,,,,,0.0248303358905533,1.0,0.0,1,40500800060,4,Queens,40.74628180125238,-73.67228150435656
15.0,0.6666666666666666,1436.0,92.02646239554318,0.2724177071509648,1436.0,4308.0,2872.0,3.0,108000.0,396450.0,2010.0,0.0,,,,,0.3672998539751673,1.0,0.0,0,40501800120,4,Queens,40.69594401226974,-73.6957183173782
20.0,1.0,3194.333333333333,102.36877804445372,0.2321100917431192,6324.0,9583.0,9583.0,3.0,227700.0,981000.0,2005.0,0.0,,,,,0.2777996271353449,1.0,0.0,0,40500800230,4,Queens,40.74626978027542,-73.79430597827411
21.0,0.6306306306306306,333.0,79.05405405405405,0.6410256410256411,1875.0,666.0,420.0,2.0,33750.0,52650.0,2004.0,0.0,,,,,0.1443428096725092,0.6306306306306306,0.0,1,40503200140,4,Queens,40.8051018283233,-73.77557068850474
105.0,0.6308926780341023,997.0,116.22367101303912,0.2912621359223301,2500.0,1994.0,1258.0,2.0,67500.0,231750.0,1920.0,0.0,,,,,0.4622403506517326,0.6308926780341023,0.0,1,40503200150,4,Queens,40.7264086980445,-73.72693512003175
12.0,0.2903225806451613,1457.0,102.69389155799588,0.2541353383458646,2376.0,5828.0,1692.0,4.0,152100.0,598500.0,2013.0,0.0,,,,,0.3001446773969974,0.5806451612903226,0.0,1,40500200850,4,Queens,40.8064321827907,-73.80225697524071
85.0,0.5466970387243736,878.0,91.998861047836,0.4066852367688022,4873.0,1756.0,960.0,2.0,65700.0,161550.0,1940.0,0.0,,,,,0.7440744563445796,0.5466970387243736,0.0,1,40477600040,4,Queens,40.59721274479551,-73.82773120353998
96.0,0.4990867182743324,5748.5,57.3019048447421,0.2042349726775956,25131.0,11497.0,5738.0,2.0,134550.0,658800.0,1929.0,0.0,,,,,0.3494403195363306,1.0,0.0,0,41616602990,4,Queens,40.76929512521876,-73.75120051244966
96.0,1.0,4647.333333333333,85.40381580834888,0.1836734693877551,9000.0,6971.0,6971.0,1.5,109350.0,595350.0,1929.0,0.0,,,,,0.665634506543041,1.0,0.0,1,41616603120,4,Queens,40.73255235341191,-73.79097803769581
68.0,1.0,6335.0,53.16890292028413,0.1803607214428857,6671.0,12670.0,12670.0,2.0,121500.0,673650.0,1957.0,0.0,,,,,0.8492287322042341,1.0,0.0,0,41616603110,4,Queens,40.71324963247671,-73.78575027751774
65.0,1.0,5980.0,65.91973244147157,0.3476027397260274,14500.0,11960.0,11960.0,2.0,274050.0,788400.0,1960.0,0.0,,,,,0.6054180833737337,1.0,0.0,0,40477600110,4,Queens,40.732788038826776,-73.83661356715339
65.0,1.0,300.0,177.0,0.7203389830508474,2699.0,300.0,300.0,1.0,38250.0,53100.0,1960.0,0.0,,,,,0.114331039239054,1.0,0.0,0,40464500260,4,Queens,40.628821554269955,-73.88078360741817
7.0,1.0,16830.0,75.87344028520499,0.3827087983084694,65150.0,50490.0,50490.0,3.0,1466100.0,3830850.0,2018.0,0.0,,,,,0.6716290070913086,1.0,0.0,0,41617800800,4,Queens,40.71721640560813,-73.78309287950604
13.0,0.6354718981972428,1886.0,112.5,0.2189819724284199,2750.0,7544.0,4794.0,4.0,185850.0,848700.0,2012.0,0.0,,,,,0.7058748445858444,1.0,0.0,0,40500200820,4,Queens,40.74605562857559,-73.74965189792529
19.0,1.0,1128.5,98.6929552503323,0.4828282828282828,2365.0,2257.0,2257.0,2.0,107550.0,222750.0,2006.0,0.0,,,,,0.2093681330597725,1.0,0.0,0,40464600080,4,Queens,40.80209470223708,-73.8061903374538
65.0,1.0,3000.0,124.8,0.3665865384615384,12300.0,3000.0,3000.0,1.0,137250.0,374400.0,1960.0,0.0,,,,,0.4837401375137643,1.0,0.0,0,40413600380,4,Queens,40.70228648908632,-73.72307852402206
34.0,0.5010316223841004,23749.0,75.08210872036717,0.6410094637223974,169345.0,47498.0,23798.0,2.0,2286000.0,3566250.0,1991.0,0.0,,,,,0.8811404967730759,1.0,0.0,0,40414500650,4,Queens,40.68777531985534,-73.83009581627077
15.0,0.5892579944116734,3221.0,62.51940391182863,0.2424581005586592,4338.0,6442.0,3796.0,2.0,97650.0,402750.0,2010.0,0.0,,,,,0.9802023539164432,1.0,0.0,0,40401200310,4,Queens,40.703112147820775,-73.8476352227483
37.0,0.619712387519973,23782.0,73.13304179631655,0.5369555843035791,166024.0,142692.0,88428.0,6.0,5603400.0,10435500.0,1988.0,0.0,,,,,0.9138286236422885,1.0,0.0,0,40414700010,4,Queens,40.773970105885105,-73.79826151535981
39.0,1.0,6300.0,67.57142857142857,0.63107822410148,59695.0,18900.0,18900.0,3.0,805950.0,1277100.0,1986.0,0.0,,,,,0.971818580325152,1.0,0.0,0,40414800910,4,Queens,40.74463755548299,-73.79902962876756
44.0,0.5506112063720339,18079.0,96.70888876597157,0.2130662319835278,47300.0,108474.0,59727.0,6.0,2235150.0,10490400.0,1981.0,0.0,,,,,0.526476997277975,1.0,0.0,0,40414800650,4,Queens,40.70171198981165,-73.75640156343324
7.0,0.4168203996482819,43500.75,75.13318735883864,0.2264215888751204,112000.0,174003.0,72528.0,4.0,2960100.0,13073400.0,2018.0,0.0,,,,,0.5835386834505811,1.0,0.0,0,40414800780,4,Queens,40.75386337165567,-73.8336481412032
40.0,1.0,10218.0,51.37257780387552,0.4031290184312044,79660.0,40872.0,40872.0,4.0,846450.0,2099700.0,1985.0,0.0,,,,,0.6481522816600999,1.0,0.0,0,40414801100,4,Queens,40.733053877467405,-73.72649528815926
40.0,1.0,2448.0,106.25,0.3979238754325259,3800.0,2448.0,2448.0,1.0,103500.0,260100.0,1985.0,0.0,,,,,0.5156446620485966,1.0,0.0,0,40467400210,4,Queens,40.77663224952664,-73.69655415187458
100.0,0.7,1500.0,97.2,0.1975308641975308,1600.0,1500.0,1050.0,1.0,28800.0,145800.0,1925.0,0.0,,,,,0.4149831290419185,0.7,0.0,1,40466300010,4,Queens,40.693097345306136,-73.79685720134842
75.0,1.0,1000.0,67.5,0.2222222222222222,1166.0,1500.0,1500.0,1.5,22500.0,101250.0,1950.0,0.0,,,,,0.8175369219556414,1.0,0.0,0,40467600640,4,Queens,40.711816892670114,-73.73241447899078
19.0,0.442010582010582,3436.3636363636365,77.95238095238095,0.1279780085522296,4935.0,18900.0,8354.0,5.5,188550.0,1473300.0,2006.0,0.0,,,,,0.5071263184442142,1.0,0.0,0,40611200410,4,Queens,40.708594592343395,-73.84772485353126
80.0,0.7174571140262361,1186.8263473053892,56.98789101917255,0.7290836653386454,5551.0,1982.0,1422.0,1.67,82350.0,112950.0,1945.0,0.0,,,,,0.0198681807281634,0.7174571140262361,0.0,0,40610800210,4,Queens,40.65502425259339,-73.7411389229409
85.0,0.4684763572679509,1370.4,83.14360770577933,0.631911532385466,7410.0,3426.0,1605.0,2.5,180000.0,284850.0,1940.0,0.0,,,,,0.2390571555676859,1.0,0.0,1,40477300180,4,Queens,40.74300601385323,-73.74253617957203
20.0,0.7974549310710498,1886.0,75.87486744432661,0.3113207547169811,4950.0,5658.0,4512.0,3.0,133650.0,429300.0,2005.0,0.0,,,,,0.7912154738044922,1.0,0.0,0,40523700190,4,Queens,40.741252763609,-73.7517281359905
100.0,0.5532503457814661,2169.0,57.572614107883815,0.5315315315315315,7380.0,4338.0,2400.0,2.0,132750.0,249750.0,1925.0,0.0,,,,,0.9913117080684928,0.5532503457814661,0.0,1,40526700390,4,Queens,40.728455672832126,-73.79567815444351
94.0,1.0,13542.0,77.79131590607001,0.2080307560871422,20122.0,13542.0,13542.0,1.0,219150.0,1053450.0,1931.0,0.0,,,,,0.9938549573697264,1.0,0.0,0,40602400360,4,Queens,40.71647064333124,-73.9426124470621
6.0,1.0,3270.0,168.11926605504587,0.1688949522510232,10350.0,9810.0,9810.0,3.0,278550.0,1649250.0,2019.0,0.0,,,,,0.5962117144907257,1.0,0.0,0,40536500010,4,Queens,40.65743146289748,-73.8269863571826
75.0,1.0,6496.5,135.45370584160702,0.163641012528765,12960.0,12993.0,12993.0,2.0,288000.0,1759950.0,1950.0,0.0,,,,,0.074919046856987,1.0,0.0,0,40532302100,4,Queens,40.70716773386173,-73.82619580088422
56.0,1.0,1149.0,83.02872062663185,0.2617924528301887,2270.0,2298.0,2298.0,2.0,49950.0,190800.0,1969.0,0.0,,,,,0.5115873916283722,1.0,0.0,0,40491400060,4,Queens,40.711064274173665,-73.84381274690303
68.0,1.0,1175.0,88.27659574468085,0.3058568329718004,2350.0,2350.0,2350.0,2.0,63450.0,207450.0,1957.0,0.0,,,,,0.0186186214695359,1.0,0.0,0,40534600010,4,Queens,40.68808613653892,-73.78878784977265
61.0,1.0,5187.0,64.45922498554077,0.2355316285329744,3880.0,5187.0,5187.0,1.0,78750.0,334350.0,1964.0,0.0,,,,,0.396297697836672,1.0,0.0,0,40488900440,4,Queens,40.7201357144167,-73.81584817227606
65.0,1.0,6250.0,87.372,0.2183765966213432,11050.0,12500.0,12500.0,2.0,238500.0,1092150.0,1960.0,0.0,,,,,0.3836498486503514,1.0,0.0,0,40536800050,4,Queens,40.74840254284073,-73.83613060048825
85.0,1.0,1324.0,112.66993957703929,0.6003016591251885,3445.0,2648.0,2648.0,2.0,179100.0,298350.0,1940.0,0.0,,,,,0.2901571139946372,1.0,0.0,1,40537300320,4,Queens,40.82250929506053,-73.84784000741239
85.0,1.0,1323.5,112.37249716660372,0.5355521936459909,2001.0,2647.0,2647.0,2.0,159300.0,297450.0,1940.0,0.0,,,,,0.8681769650824311,1.0,0.0,0,40537300340,4,Queens,40.73692889064159,-73.83067564927426
75.0,0.0,2610.0,74.39655172413794,0.2085747392815759,4500.0,5220.0,0.0,2.0,81000.0,388350.0,1950.0,0.0,,,,,0.9440812954237224,0.6551724137931034,0.0,0,40536700210,4,Queens,40.74107751953614,-73.7388250394075
75.0,0.5263157894736842,1900.0,94.97368421052632,0.2418952618453865,4750.0,1900.0,1000.0,1.0,43650.0,180450.0,1950.0,0.0,,,,,0.2730580420091202,1.0,0.0,0,40536700190,4,Queens,40.724477704211694,-73.82795125273137
24.0,0.6666666666666666,1795.5,70.30075187969925,0.249554367201426,4250.0,3591.0,2394.0,2.0,63000.0,252450.0,2001.0,0.0,,,,,0.3132596576643026,0.6666666666666666,0.0,1,40539300070,4,Queens,40.63226143923505,-73.82064693532166
29.0,1.0,1500.0,95.1,0.1419558359621451,2000.0,3000.0,3000.0,2.0,40500.0,285300.0,1996.0,0.0,,,,,0.7363867809948212,1.0,0.0,0,40539300090,4,Queens,40.72687430622754,-73.81773488075116
